Timestamp,Vision bot pose TX,Vision bot pose TY,Vision bot pose RZ,Vision bot pose Blue TX,Vision bot pose Blue TY,Vision bot pose Blue RZ,Vision bot pose Red TX,Vision bot pose Red TY,Vision bot pose Red RZ,Vision bot pose TX,Vision bot pose TY,Vision bot pose RZ,Vision bot pose Blue TX,Vision bot pose Blue TY,Vision bot pose Blue RZ,Vision bot pose Red TX,Vision bot pose Red TY,Vision bot pose Red RZ,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl module position,fr module position,bl module position,br module position,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,fl drive voltage,fr drive voltage,bl drive voltage,br drive voltage,Heading,poseX,poseY,Arm target angle,Arm angle,Arm on target,Target angle,Wrist angle,on target,Elevator Extension,Elevator Target Height,Elevator on Target,bottom limit switch,top limit switch,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference
4.743654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.416019740919885,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,-4.9971531552728266E-5,0.0,0.0,-0.0012070962111465633,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.409022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.414485760131999,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.482542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7577865092155067,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.414485760131999,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.552045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.414485760131999,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.627682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7761942786701345,2.0,1.0,2.4160196781158447,2.416019740919885,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.681906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7761942786701345,2.0,1.0,2.4160196781158447,2.416019740919885,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.71716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.414485760131999,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.754989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7547185476397354,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.414485760131999,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.793642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7547185476397354,2.0,1.0,0.7746602892875671,0.7746602978822488,2.0,1.0,2.4160196781158447,2.416019740919885,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
5.8291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409883737564087,2.409883817768342,2.0,1.0,0.754718542098999,0.7562525284276211,2.0,1.0,0.7746602892875671,0.7761942786701345,2.0,1.0,2.4160196781158447,2.416019740919885,2.0,1.0,138.07616727963466,-0.0,43.24218718253919,-0.0,44.384765132561014,-0.0,138.42773077659356,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,5.0446744715693415E-43,0.0,0.0,5.0446744715693415E-43,0.0,0.0,0.0,0.0,1.0,0.0,138.07616727963466,0.0,-138.07616727963466,138.07616727963466,0.0,-138.07616727963466,43.24218718253919,0.0,-43.24218718253917,43.24218718253919,0.0,-43.24218718253917,44.384765132561014,0.0,-44.38476513256103,44.384765132561014,0.0,-44.38476513256103,138.42773077659356,0.0,-138.42773077659353,138.42773077659356,0.0,-138.42773077659353
