Timestamp,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl module position,fr module position,bl module position,br module position,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,fl drive voltage,fr drive voltage,bl drive voltage,br drive voltage,Heading,poseX,poseY,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference
3.288973,5.526933193206787,5.5269327787519655,2.0,1.0,0.7823302149772644,0.7807962210337914,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.563144,5.526933193206787,5.5269327787519655,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.584777,5.526933193206787,5.5269327787519655,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.626186,5.526933193206787,5.5269327787519655,2.0,1.0,0.7823302149772644,0.7807962210337914,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.658839,5.526933193206787,5.52539879796408,2.0,1.0,0.7823302149772644,0.7807962210337914,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.72654,5.526933193206787,5.52539879796408,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.77594,5.526933193206787,5.523864817176194,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.805628,5.526933193206787,5.523864817176194,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.3577284709802306,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.837568,5.526933193206787,5.52539879796408,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.356194490192345,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
3.894794,5.526933193206787,5.52539879796408,2.0,1.0,0.7823302149772644,0.782330201821677,2.0,1.0,3.930058717727661,3.9300587785630126,2.0,1.0,2.356194257736206,2.356194490192345,2.0,1.0,316.6699456215121,-0.0,44.824219503759636,-0.0,225.1757777643911,-0.0,134.99998668124434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,316.6699456215121,0.0,43.33005437848789,316.6699456215121,0.0,43.33005437848789,44.824219503759636,0.0,-44.82421950375965,44.824219503759636,0.0,-44.82421950375965,225.1757777643911,0.0,134.8242222356089,225.1757777643911,0.0,134.8242222356089,134.99998668124434,0.0,-134.9999866812443,134.99998668124434,0.0,-134.9999866812443
