Timestamp,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl module position,fr module position,bl module position,br module position,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,fl drive voltage,fr drive voltage,bl drive voltage,br drive voltage,Heading,poseX,poseY,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference
3.24263,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.427249,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.458176,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.492378,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.528601,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.591857,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.151262959421421,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.642186,6.151263236999512,6.151262959421421,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.675707,6.151263236999512,6.149728978633536,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.714962,6.151263236999512,6.149728978633536,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
3.760668,6.151263236999512,6.149728978633536,2.0,1.0,3.0234761238098145,3.0234761329225988,2.0,1.0,3.0204081535339355,3.0204081713468276,2.0,1.0,6.152796745300293,6.152796940209307,2.0,1.0,352.4414221540531,-0.0,173.23242135287592,-0.0,173.05663960439648,-0.0,352.52928570753613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,352.4414221540531,0.0,7.5585778459469,352.4414221540531,0.0,7.5585778459469,173.23242135287592,0.0,-173.23242135287592,173.23242135287592,0.0,-173.23242135287592,173.05663960439648,0.0,-173.05663960439648,173.05663960439648,0.0,-173.05663960439648,352.52928570753613,0.0,7.470714292463867,352.52928570753613,0.0,7.470714292463867
