Timestamp,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl module position,fr module position,bl module position,br module position,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,fl drive voltage,fr drive voltage,bl drive voltage,br drive voltage,Heading,poseX,poseY,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Vision bot pose TX,Vision bot pose TY,Vision bot pose RZ,Vision bot pose Blue TX,Vision bot pose Blue TY,Vision bot pose Blue RZ,Vision bot pose Red TX,Vision bot pose Red TY,Vision bot pose Red RZ
3.889654,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.152330519104993,2.0,1.0,3.1600000858306885,3.1615344038323063,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.289005,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.331052,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.366892,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.407737,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.448716,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.152330519104993,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.482037,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.152330519104993,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.512632,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.152330519104993,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.548028,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.573732,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.609569,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.631317,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.666113,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.701937,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.99725341796875,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.757079,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.804283,3.1354568004608154,3.136990711226136,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.847404,3.1354568004608154,3.135456730438251,2.0,1.0,0.0046019419096410275,0.006135923151542565,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.879718,3.1354568004608154,3.135456730438251,2.0,1.0,0.0046019419096410275,0.0046019423636569235,2.0,1.0,3.153864622116089,3.153864499892878,2.0,1.0,3.1600000858306885,3.160000423044421,2.0,1.0,179.64844151199745,-0.0,0.26367184898680535,-0.0,180.70313200287413,-0.0,181.05466817907634,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9945068359375,0.0,0.0,179.64844151199745,0.0,-179.64844151199748,179.64844151199745,0.0,-179.64844151199748,0.26367184898680535,0.0,-0.2636718489868599,0.26367184898680535,0.0,-0.2636718489868599,180.70313200287413,0.0,179.2968679971259,180.70313200287413,0.0,179.2968679971259,181.05466817907634,0.0,178.94533182092368,181.05466817907634,0.0,178.94533182092368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
